customer_id,pred_period,churn_rate,CLV
111,1,0.0,1300.0
112,1,0.00044,1299.428
113,1,0.00203,1297.361
114,1,0.00902,1288.274
115,1,0.00019,1299.753
116,1,0.00736,1290.432
117,1,0.00026,1299.662
118,1,0.00011,1299.857
119,1,0.0,1300.0
120,1,0.02114,1272.518
121,1,0.00032,1299.584
122,1,0.00028,1299.636
123,1,9e-05,1299.883
124,1,0.00022,1299.714
125,1,0.00597,1292.239
126,1,6e-05,1299.922
127,1,0.00485,1293.695
128,1,0.00152,1298.0240000000001
129,1,0.00123,1298.401
130,1,0.0,1300.0
131,1,1e-05,1299.987
132,1,0.00098,1298.726
133,1,0.0,1300.0
134,1,9e-05,1299.883
135,1,0.00041,1299.4669999999999
136,1,0.00838,1289.106
137,1,0.0009,1298.83
138,1,0.00048,1299.376
139,1,0.00015,1299.805
140,1,0.00418,1294.566
141,1,0.0006,1299.22
142,1,1e-05,1299.987
143,1,0.00123,1298.401
144,1,0.0,1300.0
145,1,0.00027,1299.6490000000001
146,1,0.04707,1238.809
147,1,0.00011,1299.857
148,1,0.00178,1297.686
149,1,1e-05,1299.987
150,1,5e-05,1299.935
151,1,0.00163,1297.881
152,1,0.00099,1298.713
153,1,0.00055,1299.2849999999999
154,1,4e-05,1299.9479999999999
155,1,2e-05,1299.974
156,1,0.00418,1294.566
157,1,0.0123,1284.01
158,1,0.00314,1295.918
159,1,0.00083,1298.921
160,1,0.0,1300.0
161,1,2e-05,1299.974
162,1,0.0,1300.0
163,1,2e-05,1299.974
164,1,0.0002,1299.74
165,1,0.0002,1299.74
166,1,2e-05,1299.974
167,1,0.00553,1292.811
168,1,0.00055,1299.2849999999999
169,1,0.00332,1295.684
170,1,4e-05,1299.9479999999999
171,1,0.00013,1299.8310000000001
172,1,2e-05,1299.974
173,1,5e-05,1299.935
174,1,0.02977,1261.299
175,1,0.0,1300.0
176,1,0.01939,1274.793
177,1,0.0,1300.0
178,1,0.00753,1290.211
179,1,0.00413,1294.631
180,1,0.00336,1295.632
181,1,0.0003,1299.6100000000001
182,1,0.00382,1295.0339999999999
183,1,0.00042,1299.454
184,1,0.0,1300.0
185,1,0.0,1300.0
186,1,0.00459,1294.0330000000001
187,1,0.01516,1280.2920000000001
188,1,0.00206,1297.3220000000001
189,1,0.00027,1299.6490000000001
190,1,5e-05,1299.935
191,1,2e-05,1299.974
192,1,0.00275,1296.425
193,1,0.00466,1293.942
194,1,0.00049,1299.363
195,1,1e-05,1299.987
196,1,6e-05,1299.922
197,1,0.00103,1298.661
198,1,0.0,1300.0
199,1,0.00971,1287.377
200,1,0.0,1300.0
201,1,0.00022,1299.714
202,1,0.00172,1297.764
203,1,0.00158,1297.946
204,1,0.0,1300.0
205,1,0.00017,1299.779
206,1,0.00032,1299.584
207,1,0.0,1300.0
208,1,0.00322,1295.814
209,1,0.0,1300.0
210,1,0.00059,1299.233
211,1,0.00017,1299.779
212,1,0.00374,1295.1380000000001
213,1,0.0019,1297.53
214,1,0.00386,1294.982
215,1,0.0001,1299.8700000000001
216,1,4e-05,1299.9479999999999
217,1,8e-05,1299.896
218,1,0.00486,1293.682
219,1,0.0,1300.0
220,1,1e-05,1299.987
221,1,0.00077,1298.999
222,1,0.00073,1299.051
223,1,0.00074,1299.038
224,1,0.0,1300.0
225,1,0.00251,1296.737
226,1,7e-05,1299.9089999999999
227,1,0.00182,1297.634
228,1,0.04302,1244.0739999999998
229,1,0.00315,1295.905
230,1,1e-05,1299.987
231,1,0.00016,1299.792
232,1,8e-05,1299.896
233,1,0.0,1300.0
234,1,0.00396,1294.852
235,1,0.00327,1295.749
236,1,0.0,1300.0
237,1,1e-05,1299.987
238,1,0.00015,1299.805
239,1,0.01012,1286.844
240,1,0.0,1300.0
241,1,0.00104,1298.648
242,1,0.0,1300.0
243,1,0.0,1300.0
244,1,0.00198,1297.426
245,1,0.00473,1293.8509999999999
246,1,0.00037,1299.519
247,1,0.00021,1299.7269999999999
248,1,0.00332,1295.684
249,1,2e-05,1299.974
250,1,0.00018,1299.766
251,1,0.00807,1289.509
252,1,1e-05,1299.987
253,1,0.00028,1299.636
254,1,0.0,1300.0
255,1,0.01238,1283.9060000000002
256,1,0.0,1300.0
257,1,7e-05,1299.9089999999999
258,1,1e-05,1299.987
259,1,0.00127,1298.349
260,1,0.00533,1293.0710000000001
261,1,0.0,1300.0
262,1,0.00413,1294.631
263,1,6e-05,1299.922
264,1,0.0,1300.0
265,1,4e-05,1299.9479999999999
266,1,0.00019,1299.753
267,1,1e-05,1299.987
268,1,0.0,1300.0
269,1,0.00026,1299.662
270,1,0.00335,1295.645
271,1,0.00059,1299.233
272,1,0.0003,1299.6100000000001
273,1,0.00175,1297.725
274,1,1e-05,1299.987
275,1,6e-05,1299.922
276,1,5e-05,1299.935
277,1,0.0,1300.0
278,1,0.00013,1299.8310000000001
279,1,7e-05,1299.9089999999999
280,1,0.00028,1299.636
281,1,0.00872,1288.664
282,1,0.00077,1298.999
283,1,3e-05,1299.961
284,1,7e-05,1299.9089999999999
285,1,0.00016,1299.792
286,1,0.00051,1299.337
287,1,0.00014,1299.818
288,1,0.0,1300.0
289,1,4e-05,1299.9479999999999
290,1,3e-05,1299.961
291,1,0.00018,1299.766
292,1,0.0,1300.0
293,1,0.00476,1293.8120000000001
294,1,0.00045,1299.415
295,1,0.0,1300.0
296,1,2e-05,1299.974
297,1,8e-05,1299.896
298,1,0.00197,1297.4389999999999
299,1,0.0049,1293.6299999999999
300,1,2e-05,1299.974
301,1,0.0,1300.0
302,1,0.00038,1299.5059999999999
303,1,0.0,1300.0
304,1,0.0,1300.0
305,1,0.05041,1234.467
306,1,0.00137,1298.219
307,1,0.00034,1299.558
308,1,0.0001,1299.8700000000001
309,1,2e-05,1299.974
310,1,0.0025,1296.75
311,1,0.02072,1273.064
312,1,2e-05,1299.974
313,1,3e-05,1299.961
314,1,0.00064,1299.1680000000001
315,1,0.0,1300.0
316,1,0.00542,1292.954
317,1,0.00113,1298.531
318,1,0.00256,1296.672
319,1,0.00167,1297.8290000000002
320,1,0.01079,1285.973
321,1,0.00031,1299.597
322,1,0.0,1300.0
323,1,0.0035,1295.45
324,1,0.00314,1295.918
325,1,0.02074,1273.038
326,1,0.0,1300.0
327,1,0.02096,1272.752
328,1,6e-05,1299.922
329,1,0.00505,1293.435
330,1,0.01036,1286.532
331,1,6e-05,1299.922
332,1,3e-05,1299.961
333,1,0.00014,1299.818
334,1,0.00323,1295.8010000000002
335,1,0.0,1300.0
336,1,0.00053,1299.311
337,1,0.0,1300.0
338,1,0.0027,1296.49
339,1,0.00026,1299.662
340,1,0.00035,1299.545
341,1,0.00074,1299.038
342,1,0.00027,1299.6490000000001
343,1,0.00487,1293.6689999999999
344,1,0.0001,1299.8700000000001
345,1,1e-05,1299.987
346,1,0.00406,1294.722
347,1,9e-05,1299.883
348,1,1e-05,1299.987
349,1,8e-05,1299.896
350,1,0.00636,1291.732
351,1,0.0,1300.0
352,1,0.0,1300.0
353,1,5e-05,1299.935
354,1,0.00112,1298.544
355,1,1e-05,1299.987
356,1,8e-05,1299.896
357,1,0.0,1300.0
358,1,0.00012,1299.844
359,1,0.0,1300.0
360,1,1e-05,1299.987
361,1,0.0,1300.0
362,1,0.00135,1298.2450000000001
363,1,0.00434,1294.358
364,1,0.00342,1295.554
365,1,0.0001,1299.8700000000001
366,1,0.0,1300.0
367,1,0.00063,1299.181
368,1,0.0,1300.0
369,1,7e-05,1299.9089999999999
370,1,0.00228,1297.036
371,1,0.00027,1299.6490000000001
372,1,0.0,1300.0
373,1,1e-05,1299.987
374,1,0.01368,1282.216
375,1,0.00171,1297.777
376,1,0.00056,1299.272
377,1,0.00075,1299.0249999999999
378,1,3e-05,1299.961
379,1,0.00211,1297.257
380,1,0.00239,1296.893
381,1,0.00283,1296.321
382,1,0.00593,1292.291
383,1,0.00023,1299.701
384,1,0.00106,1298.622
385,1,0.00097,1298.739
386,1,0.0,1300.0
387,1,0.00258,1296.646
388,1,0.00027,1299.6490000000001
389,1,6e-05,1299.922
390,1,0.00225,1297.075
391,1,0.0001,1299.8700000000001
392,1,0.0,1300.0
393,1,0.00143,1298.1409999999998
394,1,0.00492,1293.604
395,1,0.00291,1296.217
396,1,0.00296,1296.152
397,1,4e-05,1299.9479999999999
398,1,1e-05,1299.987
399,1,0.0,1300.0
400,1,0.00011,1299.857
401,1,4e-05,1299.9479999999999
402,1,0.0,1300.0
403,1,0.00016,1299.792
404,1,1e-05,1299.987
405,1,0.0,1300.0
406,1,0.0,1300.0
407,1,0.00391,1294.9170000000001
408,1,0.00015,1299.805
409,1,0.00297,1296.139
410,1,0.0,1300.0
411,1,0.00046,1299.402
412,1,0.00494,1293.578
413,1,0.00585,1292.395
414,1,0.0,1300.0
415,1,0.0,1300.0
416,1,0.01118,1285.4660000000001
417,1,0.00011,1299.857
418,1,0.0,1300.0
419,1,0.0015,1298.0500000000002
420,1,0.02979,1261.273
421,1,1e-05,1299.987
422,1,0.02748,1264.276
423,1,0.00034,1299.558
424,1,0.01218,1284.166
425,1,1e-05,1299.987
426,1,4e-05,1299.9479999999999
427,1,0.0,1300.0
428,1,0.0,1300.0
429,1,0.00243,1296.841
430,1,0.0,1300.0
431,1,0.0001,1299.8700000000001
432,1,0.0,1300.0
433,1,0.01091,1285.817
434,1,0.00087,1298.869
435,1,0.02053,1273.311
436,1,0.00592,1292.3039999999999
437,1,6e-05,1299.922
438,1,0.00016,1299.792
439,1,0.00033,1299.571
440,1,0.00446,1294.202
441,1,4e-05,1299.9479999999999
442,1,3e-05,1299.961
443,1,0.00219,1297.153
444,1,0.00348,1295.4759999999999
445,1,2e-05,1299.974
446,1,0.00022,1299.714
447,1,5e-05,1299.935
448,1,0.0015,1298.0500000000002
449,1,0.00553,1292.811
450,1,5e-05,1299.935
451,1,5e-05,1299.935
452,1,0.00033,1299.571
453,1,4e-05,1299.9479999999999
454,1,1e-05,1299.987
455,1,0.0,1300.0
456,1,0.00038,1299.5059999999999
457,1,0.00084,1298.9080000000001
458,1,4e-05,1299.9479999999999
459,1,0.0,1300.0
460,1,0.00705,1290.835
461,1,0.01152,1285.0240000000001
462,1,0.00129,1298.323
463,1,0.0005,1299.3500000000001
464,1,0.00122,1298.414
465,1,6e-05,1299.922
466,1,0.00029,1299.623
467,1,0.0002,1299.74
468,1,0.00153,1298.011
469,1,0.0,1300.0
470,1,0.0004,1299.48
471,1,0.0,1300.0
472,1,0.00074,1299.038
473,1,0.00038,1299.5059999999999
474,1,0.0275,1264.25
475,1,5e-05,1299.935
476,1,0.00043,1299.441
477,1,0.0012,1298.44
478,1,0.00036,1299.532
479,1,0.00014,1299.818
480,1,0.00041,1299.4669999999999
481,1,0.00088,1298.856
482,1,0.00114,1298.518
483,1,0.00012,1299.844
484,1,0.01262,1283.594
485,1,1e-05,1299.987
486,1,0.07161,1206.9070000000002
487,1,0.00011,1299.857
488,1,2e-05,1299.974
489,1,0.0,1300.0
490,1,0.00503,1293.461
491,1,0.00459,1294.0330000000001
492,1,1e-05,1299.987
493,1,0.01402,1281.774
494,1,9e-05,1299.883
495,1,0.0,1300.0
496,1,0.00172,1297.764
497,1,2e-05,1299.974
498,1,1e-05,1299.987
499,1,0.00099,1298.713
500,1,0.00015,1299.805
501,1,8e-05,1299.896
502,1,0.00012,1299.844
503,1,0.00388,1294.956
504,1,0.00999,1287.013
505,1,0.0075,1290.25
506,1,0.00039,1299.493
507,1,0.0,1300.0
508,1,0.00024,1299.6879999999999
509,1,0.00161,1297.907
510,1,0.00024,1299.6879999999999
511,1,0.00063,1299.181
512,1,2e-05,1299.974
513,1,0.0,1300.0
514,1,0.00031,1299.597
515,1,0.00322,1295.814
516,1,3e-05,1299.961
517,1,0.00562,1292.694
518,1,0.00524,1293.1879999999999
519,1,0.01112,1285.5439999999999
520,1,0.0,1300.0
521,1,0.00503,1293.461
522,1,1e-05,1299.987
523,1,0.0,1300.0
524,1,0.00079,1298.973
525,1,0.00031,1299.597
526,1,0.0,1300.0
527,1,0.0,1300.0
528,1,0.01744,1277.328
529,1,0.00211,1297.257
530,1,3e-05,1299.961
531,1,0.00113,1298.531
532,1,0.00327,1295.749
533,1,1e-05,1299.987
534,1,0.00063,1299.181
535,1,0.00275,1296.425
536,1,0.00027,1299.6490000000001
537,1,0.00147,1298.089
538,1,0.00031,1299.597
539,1,0.00011,1299.857
540,1,0.00187,1297.569
541,1,0.00079,1298.973
542,1,2e-05,1299.974
543,1,1e-05,1299.987
544,1,0.00015,1299.805
545,1,0.00111,1298.557
546,1,0.00251,1296.737
547,1,0.00036,1299.532
548,1,0.00019,1299.753
549,1,0.00067,1299.1290000000001
550,1,0.0072,1290.64
551,1,0.00309,1295.983
552,1,0.00615,1292.005
553,1,0.00024,1299.6879999999999
554,1,8e-05,1299.896
555,1,0.00367,1295.229
556,1,1e-05,1299.987
557,1,0.00255,1296.685
558,1,0.00137,1298.219
559,1,0.0,1300.0
560,1,0.0022,1297.14
561,1,0.0,1300.0
562,1,0.00076,1299.012
563,1,0.02821,1263.327
564,1,0.0294,1261.78
565,1,1e-05,1299.987
566,1,0.00165,1297.855
567,1,0.00174,1297.738
568,1,0.00128,1298.336
569,1,0.00042,1299.454
570,1,0.00152,1298.0240000000001
571,1,0.00105,1298.635
572,1,0.00104,1298.648
573,1,1e-05,1299.987
574,1,0.00649,1291.563
575,1,0.02557,1266.759
576,1,0.03585,1253.395
577,1,0.00403,1294.761
578,1,0.0009,1298.83
579,1,8e-05,1299.896
580,1,7e-05,1299.9089999999999
581,1,1e-05,1299.987
582,1,0.00014,1299.818
583,1,0.0,1300.0
584,1,0.0017,1297.79
585,1,0.00201,1297.387
586,1,0.0,1300.0
587,1,9e-05,1299.883
588,1,0.00027,1299.6490000000001
589,1,0.00241,1296.867
590,1,0.00267,1296.529
591,1,0.0,1300.0
592,1,0.01141,1285.167
593,1,0.0,1300.0
594,1,0.00118,1298.4660000000001
595,1,0.00076,1299.012
596,1,0.01131,1285.297
597,1,0.00461,1294.007
598,1,5e-05,1299.935
599,1,0.00031,1299.597
600,1,0.01784,1276.808
601,1,0.00793,1289.691
602,1,0.00114,1298.518
603,1,0.01233,1283.971
604,1,2e-05,1299.974
605,1,0.00011,1299.857
606,1,0.0,1300.0
607,1,0.00017,1299.779
608,1,0.00499,1293.513
609,1,0.00077,1298.999
610,1,0.009,1288.3
611,1,0.00084,1298.9080000000001
612,1,2e-05,1299.974
613,1,0.0001,1299.8700000000001
614,1,0.0,1300.0
615,1,3e-05,1299.961
616,1,0.01482,1280.734
617,1,0.00116,1298.492
618,1,4e-05,1299.9479999999999
619,1,0.00357,1295.3590000000002
620,1,1e-05,1299.987
621,1,2e-05,1299.974
622,1,2e-05,1299.974
623,1,0.00163,1297.881
624,1,0.0,1300.0
625,1,0.00617,1291.979
626,1,0.00017,1299.779
627,1,0.01927,1274.949
628,1,0.0,1300.0
629,1,0.0,1300.0
630,1,0.00363,1295.281
631,1,8e-05,1299.896
632,1,0.00048,1299.376
633,1,0.00014,1299.818
634,1,0.00024,1299.6879999999999
635,1,0.01255,1283.6850000000002
636,1,0.00301,1296.087
637,1,6e-05,1299.922
638,1,0.02403,1268.761
639,1,5e-05,1299.935
640,1,0.0,1300.0
641,1,0.00041,1299.4669999999999
642,1,3e-05,1299.961
643,1,0.0,1300.0
644,1,0.00028,1299.636
645,1,0.06907,1210.209
646,1,0.00317,1295.879
647,1,2e-05,1299.974
648,1,0.01167,1284.829
649,1,0.00023,1299.701
650,1,0.0019,1297.53
651,1,0.00015,1299.805
652,1,0.00143,1298.1409999999998
653,1,0.00012,1299.844
654,1,0.0,1300.0
655,1,0.0093,1287.91
656,1,0.0003,1299.6100000000001
657,1,7e-05,1299.9089999999999
658,1,0.00943,1287.741
659,1,0.0007,1299.09
660,1,0.02736,1264.432
661,1,0.0,1300.0
662,1,0.0,1300.0
663,1,0.00547,1292.8890000000001
664,1,0.00856,1288.872
665,1,1e-05,1299.987
666,1,0.00432,1294.384
667,1,0.00105,1298.635
668,1,0.00074,1299.038
669,1,0.0007,1299.09
670,1,0.00079,1298.973
671,1,0.0,1300.0
672,1,0.0,1300.0
673,1,1e-05,1299.987
674,1,0.00668,1291.316
675,1,0.0267,1265.29
676,1,3e-05,1299.961
677,1,0.00054,1299.298
678,1,7e-05,1299.9089999999999
679,1,0.00057,1299.259
680,1,0.00176,1297.712
681,1,0.0,1300.0
682,1,3e-05,1299.961
683,1,0.00058,1299.2459999999999
684,1,0.00783,1289.821
685,1,0.0,1300.0
686,1,0.00192,1297.504
687,1,8e-05,1299.896
688,1,0.01572,1279.564
689,1,0.0,1300.0
690,1,4e-05,1299.9479999999999
691,1,9e-05,1299.883
692,1,1e-05,1299.987
693,1,0.00044,1299.428
694,1,0.00765,1290.0549999999998
695,1,0.00011,1299.857
696,1,0.0,1300.0
697,1,0.00467,1293.929
698,1,0.0,1300.0
699,1,0.00057,1299.259
700,1,0.0002,1299.74
701,1,0.0003,1299.6100000000001
702,1,1e-05,1299.987
703,1,0.0,1300.0
704,1,0.0,1300.0
705,1,0.00932,1287.884
706,1,0.00298,1296.126
707,1,6e-05,1299.922
708,1,0.00027,1299.6490000000001
709,1,3e-05,1299.961
710,1,0.00417,1294.579
711,1,0.00042,1299.454
712,1,0.00023,1299.701
713,1,1e-05,1299.987
714,1,0.0,1300.0
715,1,0.0018,1297.66
716,1,0.00037,1299.519
717,1,0.0,1300.0
718,1,9e-05,1299.883
719,1,0.0,1300.0
720,1,0.00773,1289.951
721,1,0.00744,1290.328
722,1,0.00143,1298.1409999999998
723,1,0.00688,1291.056
724,1,0.0079,1289.73
725,1,0.00041,1299.4669999999999
726,1,0.00188,1297.556
727,1,0.0002,1299.74
728,1,0.00034,1299.558
729,1,0.00407,1294.709
730,1,0.00128,1298.336
731,1,0.00529,1293.123
732,1,0.0091,1288.17
733,1,0.01922,1275.014
734,1,1e-05,1299.987
735,1,0.00036,1299.532
736,1,0.0,1300.0
737,1,0.00031,1299.597
738,1,0.00113,1298.531
739,1,0.00013,1299.8310000000001
740,1,0.00042,1299.454
741,1,0.00293,1296.191
742,1,0.00011,1299.857
743,1,0.0,1300.0
744,1,0.00016,1299.792
745,1,0.00164,1297.868
746,1,0.00038,1299.5059999999999
747,1,0.00397,1294.839
748,1,0.00027,1299.6490000000001
749,1,0.00069,1299.103
750,1,0.00246,1296.802
751,1,1e-05,1299.987
752,1,0.0,1300.0
753,1,0.00025,1299.675
754,1,3e-05,1299.961
755,1,8e-05,1299.896
756,1,0.00075,1299.0249999999999
757,1,0.0,1300.0
758,1,0.0036,1295.32
759,1,4e-05,1299.9479999999999
760,1,1e-05,1299.987
761,1,0.00076,1299.012
762,1,0.00472,1293.864
763,1,6e-05,1299.922
764,1,0.00162,1297.894
765,1,8e-05,1299.896
766,1,0.00164,1297.868
767,1,0.0,1300.0
768,1,0.0,1300.0
769,1,6e-05,1299.922
770,1,9e-05,1299.883
771,1,0.00083,1298.921
772,1,0.00099,1298.713
773,1,0.00012,1299.844
774,1,0.0,1300.0
775,1,0.00016,1299.792
776,1,0.0,1300.0
777,1,3e-05,1299.961
778,1,0.00089,1298.843
779,1,0.00891,1288.4170000000001
780,1,0.0004,1299.48
781,1,0.0035,1295.45
782,1,0.0007,1299.09
783,1,0.00419,1294.5529999999999
784,1,0.00017,1299.779
785,1,0.0,1300.0
786,1,0.00038,1299.5059999999999
787,1,0.00144,1298.128
788,1,0.0,1300.0
789,1,0.00033,1299.571
790,1,0.00421,1294.527
791,1,0.00044,1299.428
792,1,0.00062,1299.194
793,1,0.0,1300.0
794,1,0.00392,1294.904
795,1,0.0016,1297.9199999999998
796,1,0.0,1300.0
797,1,0.0,1300.0
798,1,0.00223,1297.101
799,1,2e-05,1299.974
800,1,1e-05,1299.987
801,1,8e-05,1299.896
802,1,0.00551,1292.837
803,1,0.00092,1298.8039999999999
804,1,3e-05,1299.961
805,1,0.0002,1299.74
806,1,0.0,1300.0
807,1,0.00094,1298.778
808,1,0.03376,1256.112
809,1,0.0,1300.0
810,1,3e-05,1299.961
811,1,0.0,1300.0
812,1,0.00414,1294.618
813,1,0.00086,1298.882
814,1,2e-05,1299.974
815,1,0.00069,1299.103
816,1,0.00033,1299.571
817,1,0.00429,1294.423
818,1,2e-05,1299.974
819,1,0.00024,1299.6879999999999
820,1,0.0003,1299.6100000000001
821,1,0.00349,1295.463
822,1,0.00199,1297.413
823,1,0.01541,1279.9669999999999
824,1,0.00263,1296.581
825,1,0.00298,1296.126
826,1,0.0,1300.0
827,1,0.0077,1289.99
828,1,0.0,1300.0
829,1,0.00026,1299.662
830,1,0.01162,1284.894
831,1,3e-05,1299.961
832,1,0.0,1300.0
833,1,0.00093,1298.791
834,1,0.0036,1295.32
835,1,0.00098,1298.726
836,1,0.00856,1288.872
837,1,0.0,1300.0
838,1,0.00099,1298.713
839,1,0.0,1300.0
840,1,0.00122,1298.414
841,1,0.0064,1291.68
842,1,0.00014,1299.818
843,1,0.00795,1289.665
844,1,0.0,1300.0
845,1,5e-05,1299.935
846,1,0.02122,1272.414
847,1,0.0589,1223.43
848,1,0.00153,1298.011
849,1,0.00668,1291.316
850,1,0.0,1300.0
851,1,0.00148,1298.076
852,1,0.00141,1298.167
853,1,0.0,1300.0
854,1,0.00125,1298.375
855,1,2e-05,1299.974
856,1,0.00097,1298.739
857,1,0.0001,1299.8700000000001
858,1,0.00183,1297.621
859,1,0.00043,1299.441
860,1,0.00084,1298.9080000000001
861,1,0.00026,1299.662
862,1,0.00055,1299.2849999999999
863,1,0.00328,1295.736
864,1,7e-05,1299.9089999999999
865,1,0.0,1300.0
866,1,0.00361,1295.307
867,1,0.00046,1299.402
868,1,0.00031,1299.597
869,1,0.00031,1299.597
870,1,0.00012,1299.844
871,1,0.00599,1292.213
872,1,0.0,1300.0
873,1,3e-05,1299.961
874,1,3e-05,1299.961
875,1,6e-05,1299.922
876,1,0.0,1300.0
877,1,0.00043,1299.441
878,1,1e-05,1299.987
879,1,0.00137,1298.219
880,1,0.00092,1298.8039999999999
881,1,0.00022,1299.714
882,1,0.00015,1299.805
883,1,0.00051,1299.337
884,1,0.00429,1294.423
885,1,1e-05,1299.987
886,1,2e-05,1299.974
887,1,0.00072,1299.0639999999999
888,1,0.00726,1290.562
889,1,9e-05,1299.883
890,1,0.00273,1296.451
891,1,0.00012,1299.844
892,1,0.0035,1295.45
893,1,8e-05,1299.896
894,1,0.00371,1295.177
895,1,0.0,1300.0
896,1,0.00065,1299.155
897,1,4e-05,1299.9479999999999
898,1,0.00092,1298.8039999999999
899,1,0.0016,1297.9199999999998
900,1,0.01087,1285.869
901,1,0.00163,1297.881
902,1,0.00016,1299.792
903,1,0.00369,1295.203
904,1,0.00296,1296.152
905,1,0.00152,1298.0240000000001
906,1,0.00211,1297.257
907,1,0.00251,1296.737
908,1,4e-05,1299.9479999999999
909,1,0.00068,1299.116
910,1,1e-05,1299.987
911,1,0.001,1298.7
912,1,0.0032,1295.84
913,1,0.00055,1299.2849999999999
914,1,0.00555,1292.7849999999999
915,1,5e-05,1299.935
916,1,2e-05,1299.974
917,1,0.00011,1299.857
918,1,0.0,1300.0
919,1,1e-05,1299.987
920,1,0.0,1300.0
921,1,0.054,1229.8
922,1,0.02569,1266.603
923,1,0.0,1300.0
924,1,2e-05,1299.974
925,1,0.00011,1299.857
926,1,0.00312,1295.944
927,1,0.00024,1299.6879999999999
928,1,5e-05,1299.935
929,1,0.0037,1295.19
930,1,0.0,1300.0
931,1,3e-05,1299.961
932,1,0.00022,1299.714
933,1,0.00653,1291.511
934,1,0.0001,1299.8700000000001
935,1,0.00022,1299.714
936,1,0.04789,1237.743
937,1,0.00116,1298.492
938,1,0.0,1300.0
939,1,0.15288,1101.256
940,1,1e-05,1299.987
941,1,0.00181,1297.647
942,1,0.00021,1299.7269999999999
943,1,0.00129,1298.323
944,1,5e-05,1299.935
945,1,0.0,1300.0
946,1,0.00147,1298.089
947,1,1e-05,1299.987
948,1,0.0002,1299.74
949,1,2e-05,1299.974
950,1,0.00079,1298.973
951,1,0.00312,1295.944
952,1,0.00106,1298.622
953,1,1e-05,1299.987
954,1,0.03406,1255.722
955,1,0.00056,1299.272
956,1,9e-05,1299.883
957,1,0.00086,1298.882
958,1,0.004,1294.8
959,1,0.0,1300.0
960,1,3e-05,1299.961
961,1,0.00839,1289.093
962,1,4e-05,1299.9479999999999
963,1,6e-05,1299.922
964,1,0.00232,1296.984
965,1,0.00487,1293.6689999999999
966,1,0.00104,1298.648
967,1,0.00684,1291.108
